Year;race_ethnicity;start;end;president;party
1992;White;1989;1993;George H. W. Bush     ;Republican                                   
1993;White;1993;2001;Bill Clinton          ;Democratic                                   
1993;Black;1993;2001;Bill Clinton          ;Democratic                                   
1993;White;1993;2001;Bill Clinton          ;Democratic                                   
1993;White;1993;2001;Bill Clinton          ;Democratic                                   
1993;White;1993;2001;Bill Clinton          ;Democratic                                   
1993;White;1993;2001;Bill Clinton          ;Democratic                                   
1993;White;1993;2001;Bill Clinton          ;Democratic                                   
1993;White;1993;2001;Bill Clinton          ;Democratic                                   
1993;White;1993;2001;Bill Clinton          ;Democratic                                   
1993;White;1993;2001;Bill Clinton          ;Democratic                                   
1993;Black;1993;2001;Bill Clinton          ;Democratic                                   
1993;White;1993;2001;Bill Clinton          ;Democratic                                   
1993;White;1993;2001;Bill Clinton          ;Democratic                                   
1993;White;1993;2001;Bill Clinton          ;Democratic                                   
1993;White;1993;2001;Bill Clinton          ;Democratic                                   
1993;White;1993;2001;Bill Clinton          ;Democratic                                   
1993;White;1993;2001;Bill Clinton          ;Democratic                                   
1993;Hispa;1993;2001;Bill Clinton          ;Democratic                                   
1993;White;1993;2001;Bill Clinton          ;Democratic                                   
1993;White;1993;2001;Bill Clinton          ;Democratic                                   
